Open Time,Open,High,Low,Close,Volume,Quote Volume,Number of Trades,Taker Buy Base Volume,Taker Buy Quote Volume,SMA_10,EMA_10,RSI_14,MACD,Signal_Line,Bollinger_Upper,Bollinger_Lower,ATR,Stochastic_Oscillator,OBV,ROC,CMF,UpMove,DownMove,+DM,-DM,TR,+DM_Smoothed,-DM_Smoothed,TR_Smoothed,+DI,-DI,DX,ADX_14,SAR
2024-04-28,3147.66,3357.4,3066.74,3263.45,2171496.9307,6935610810.162968,5945819,1120204.4267,3578231811.447684,3424.428,3233.158983790849,63.2243548535219,346.78293206362605,354.8809962947458,4063.7530162283665,1743.5629837716344,446.36357142857145,56.877742295609714,14974800.4983,42.521803309473796,0.20976531632912526,79.55000000000018,-201.55999999999995,79.55000000000018,0.0,290.6600000000003,129.6664285714286,83.62071428571426,446.36357142857145,29.049509608599024,18.733767636567876,21.588602889464948,46.02585353387248,3958.6946453504
2024-05-05,3263.44,3286.95,2817.0,3136.41,2745302.3283,8346598802.826688,6517059,1385650.4989,4213021168.844955,3426.81,3215.56825946524,64.77765717569335,317.3114799436903,347.3670930245347,4065.3964454469015,1835.9085545530982,458.6435714285714,48.52428875556414,12229498.169999998,25.095624219750224,0.2455586739241916,-70.45000000000027,249.73999999999978,0.0,249.73999999999978,469.9499999999998,129.6664285714286,83.80714285714284,458.6435714285714,28.27172049257049,18.27282623761682,21.482418365605675,44.48130467626783,3914.426859536384
2024-05-12,3136.4,3221.4,2878.03,2929.29,1733118.1611,5234584515.657297,4930615,840938.7714,2541162672.596342,3370.958,3163.517666835196,60.15066475346345,274.0828324999379,332.71024091961533,4051.081231322267,1916.7477686777331,471.8714285714286,36.17801305341377,10496380.008899998,1.669096209912535,0.21662212583009033,-65.54999999999973,-61.0300000000002,0.0,0.0,343.3699999999999,129.6664285714286,83.80714285714284,471.8714285714286,27.47918621900639,17.760588538040018,21.482418365605664,42.93675581866318,3848.5812479642013
2024-05-19,2929.3,3146.98,2862.0,3071.19,2006314.8675,6004690659.156336,4631174,986056.7462,2950730096.870368,3290.2300000000005,3146.7308183197056,59.1718382056386,248.41044111238307,315.8502809581689,4038.33314954578,2008.4278504542203,472.9042857142857,36.943252441550754,12502694.876399998,-1.3300820217246767,0.2443284896102514,-74.42000000000007,16.0300000000002,0.0,16.0300000000002,284.98,119.12000000000002,84.95214285714285,472.9042857142857,25.189029492527936,17.963919005053874,16.743028550827624,40.92333851618347,3786.6863730863492
2024-05-26,3071.2,3949.29,3047.67,3826.47,4432688.1628,16338483865.622902,10813634,2233748.7872,8228996685.942304,3308.406,3270.3197604433954,63.67653314273644,285.7161123487731,309.8234472362898,4105.3278805552145,2101.938119444786,507.09142857142854,79.05507001221687,16935383.039199997,9.709817908659012,0.30038476249355184,802.31,-185.67000000000007,802.31,0.0,901.6199999999999,151.04428571428573,84.95214285714285,507.09142857142854,29.786400874454884,16.75282563865631,28.005569091541968,39.38688751555209,2817.0
2024-06-02,3826.47,3977.0,3702.58,3780.91,2008150.8132,7679253180.896152,5221688,1009816.0623,3861885625.171732,3340.999,3363.154349453687,60.21902274631649,308.05376232202707,309.46951025343725,4168.130248680945,2169.9397513190543,507.75928571428574,75.48710960749303,14927232.225999996,-2.5154248969310067,0.29040219668703515,27.710000000000036,-654.9099999999999,27.710000000000036,0.0,274.4200000000001,136.80928571428575,84.95214285714285,507.75928571428574,26.943728960432605,16.730790602408618,23.384203101144745,37.06583372738527,2839.6458
2024-06-09,3780.92,3887.47,3600.0,3706.4,1598380.5436,6034179619.734213,3934719,784550.7318,2964470949.807795,3347.1099999999997,3425.5626495530164,53.68087105584874,316.1003682860064,310.79568185995106,4198.886762907482,2264.118237092518,493.5628571428571,69.65197506500016,13328851.682399996,1.6925900826128881,0.3076491226009787,-89.5300000000002,102.57999999999993,0.0,102.57999999999993,287.4699999999998,108.18000000000004,92.2792857142857,493.5628571428571,21.918180923547162,18.69656202423197,7.932141546377445,33.08507810620414,2885.139968
2024-06-16,3706.4,3713.67,3362.26,3624.41,2002012.3791,7087849909.857178,4639534,977380.6774,3460552735.819785,3364.131,3461.7167132706495,45.22551304217094,312.2618929781729,311.08892408359543,4165.140427258495,2434.6155727415044,461.96714285714285,63.231055978448126,11326839.303299995,4.9039357680797035,0.3454876107599311,-173.79999999999973,237.73999999999978,0.0,237.73999999999978,351.40999999999985,74.5414285714286,109.26071428571426,461.96714285714285,16.135655906264212,23.65118731387822,18.889489085701598,29.496988448072276,2928.81436928
2024-06-23,3624.41,3638.37,3355.0,3420.91,2029677.9377000001,7112323793.953529,4694013,1008866.9562,3535577209.976598,3390.7110000000002,3454.297310857804,45.745797121284696,289.46238220447776,306.7636157077719,4079.9669880349174,2632.901011965082,433.4992857142857,52.06120689655172,9297161.365599995,-6.155340178696345,0.3361147200849892,-75.30000000000018,7.260000000000218,0.0,7.260000000000218,283.3699999999999,67.3864285714286,109.7792857142857,433.4992857142857,15.544761154656712,25.323983068022848,23.928364082053907,26.344666587901745,2970.7417945088
2024-06-30,3420.91,3487.7,3240.0,3438.16,1642583.3763,5547126323.627669,4783901,847716.5908,2865027128.136214,3419.7599999999998,3451.3632543382028,49.657832423327605,269.67686940794147,299.3462664478058,4006.2688574630392,2799.6941425369614,409.15928571428566,53.54827586206895,10939744.741899995,-0.4643622256962576,0.3277397053229556,-150.67000000000007,115.0,0.0,115.0,247.69999999999982,67.3864285714286,92.60499999999999,409.15928571428566,16.46948533840297,22.632994834355465,15.762451559904978,23.944558878566664,3010.992122728448
