Open Time,Open,High,Low,Close,Volume,Quote Volume,Number of Trades,Taker Buy Base Volume,Taker Buy Quote Volume,SMA_10,EMA_10,RSI_14,MACD,Signal_Line,Bollinger_Upper,Bollinger_Lower,ATR,Stochastic_Oscillator,OBV,ROC,CMF,UpMove,DownMove,+DM,-DM,TR,+DM_Smoothed,-DM_Smoothed,TR_Smoothed,+DI,-DI,DX,ADX_14,SAR
2024-07-07,3438.16,3524.94,2810.0,2931.0,2404392.0416,7498059619.356597,9656515,1138904.0032,3558581484.574471,3386.5150000000003,3356.7517535494385,37.128564786950705,210.64495061398384,281.6060032810414,4000.0391660273935,2810.9038339726058,441.74499999999995,10.36846615252785,8535352.700299995,-7.103080399732498,0.2569999210857206,37.24000000000024,430.0,0.0,430.0,714.94,64.96928571428573,123.3192857142857,441.74499999999995,14.707418468638183,27.91639649894978,30.989666317658283,22.48306653794538,3977.0
2024-07-14,2930.99,3268.72,2822.8,3245.08,1811337.9883,5573493038.890996,8788382,917522.2446,2825104727.792608,3397.382,3336.447798358631,46.39162094074611,187.04917434391427,262.69463749361597,3995.776527303836,2828.415472696164,441.9421428571428,37.28191945158525,10346690.688599994,3.0946700257650894,0.23798866019763232,-256.22000000000025,-12.800000000000182,0.0,0.0,445.9199999999996,64.96928571428573,107.79571428571428,441.9421428571428,14.700857739943341,24.391363446087805,24.788833717146723,21.50567332133287,3953.66
2024-07-21,3245.2,3547.0,3233.22,3535.92,1896101.9183,6524810522.315507,8595565,984163.9087,3387055667.613551,3458.0449999999996,3372.7154713843347,56.58966239249684,189.6317522024765,248.0820604353881,3999.889917135872,2829.1130828641276,401.59,62.20394173093402,12242792.606899995,8.349139714106247,0.2177346662378929,278.2800000000002,-410.4199999999996,278.2800000000002,0.0,313.7800000000002,84.8464285714286,82.73928571428571,401.59,21.12762483414144,20.602924802481564,1.257352314380723,19.691216014388345,3930.7868
2024-07-28,3535.93,3562.82,3087.53,3270.16,2073949.1765,6911215081.866561,8607676,1041042.8866,3472587813.932568,3477.942,3354.069022041728,51.94566312024067,168.29386588422767,232.124421525156,3929.843559762478,2838.3284402375225,406.06285714285707,39.43101970865466,10168843.430399995,4.264429714227402,0.15374476370931886,15.820000000000164,145.6899999999996,0.0,145.6899999999996,475.28999999999996,84.8464285714286,93.14571428571425,406.06285714285707,20.894900156203835,22.93874277029594,4.66272588276365,18.635518919298423,3908.371064
2024-08-04,3270.16,3396.77,2630.0,2688.92,2315109.2317,7129388578.982741,11929086,1080067.469,3333251194.654227,3364.1870000000004,3233.1328362159593,42.04963426075838,103.29154622310125,206.35784646474508,3949.2183914184743,2723.3746085815264,440.0707142857142,4.374164810690429,7853734.198699996,-8.205742688501305,0.14982499290074722,-166.05000000000018,457.5300000000002,0.0,457.5300000000002,766.77,79.16428571428573,125.82642857142855,440.0707142857142,17.98899202887848,28.592320390067183,22.763051984933103,18.719408140403292,3886.40364272
2024-08-11,2688.91,2724.1,2111.0,2555.38,5404357.4398,13153948177.472483,18103693,2637870.9066,6424329450.604586,3241.634,3109.905047813057,41.97412514193048,40.53392772822326,173.1930627174407,3993.1529950471004,2589.4800049528994,450.29571428571415,23.81457663451233,2449376.758899996,-16.795118504553606,0.16335536529170425,-672.6700000000001,519.0,0.0,519.0,613.0999999999999,79.16428571428573,145.05928571428572,450.29571428571415,17.58051058510757,32.214227475912665,29.388078862614798,19.284098175903946,3836.1474970112
2024-08-18,2555.38,2780.0,2510.05,2612.15,2038545.3388,5386366733.823856,9710387,1024670.2648,2708811716.367361,3132.209,3019.4041300288645,45.42944272463669,-4.568410724780733,137.64076802899643,3982.6732344476836,2496.645765552316,445.05142857142846,26.856913183279747,4487922.097699996,-31.734732011488386,0.11589544819557794,55.90000000000009,-399.0500000000002,55.90000000000009,0.0,269.9499999999998,83.15714285714287,145.05928571428572,445.05142857142846,18.684838991320433,32.593825432694786,27.124314951659287,19.68709078919349,3732.638647190528
2024-08-25,2612.15,2820.0,2536.22,2746.13,1770389.3741000001,4723655770.482488,8873541,889197.9359,2373693267.604428,3044.381,2969.717924569071,45.304582459424644,-29.16507577229322,104.27959926873851,3971.3153582301306,2437.19664176987,444.9657142857142,34.03697749196142,6258311.471799996,-27.368543551684642,0.12798991653481903,40.0,-26.169999999999618,40.0,0.0,283.7800000000002,86.01428571428573,143.91428571428568,444.9657142857142,19.330542321077715,32.34278082420475,25.181733457595506,20.289855425391192,3635.3403283590965
2024-09-01,2746.12,2762.0,2392.96,2425.72,1972091.5263999999,5004467674.398416,10876107,957964.227,2430044753.10172,2944.862,2870.809211011058,26.85927066434502,-73.66337373518991,68.69100466795283,4010.32748958292,2325.2455104170795,406.9242857142857,16.866023579849937,4286219.945399996,-34.553205266565946,0.12644133818441233,-58.0,143.25999999999976,0.0,143.25999999999976,369.03999999999996,28.706428571428596,154.14714285714282,406.9242857142857,7.0544889010591705,37.88103789051666,68.60173050254885,23.189581240463117,3543.879908657551
2024-09-08,2425.71,2564.83,2150.55,2297.3,2205410.4186,5206588826.169381,11529653,1062961.3132,2510941448.837537,2830.776,2766.5348090090474,26.14353020630658,-117.9315744327846,31.366488847805343,4053.54806006808,2196.98793993192,416.91428571428565,10.487089565261456,2080809.526799996,-36.615890586329904,0.09034496893433112,-197.17000000000007,242.40999999999985,0.0,242.40999999999985,414.27999999999975,26.727142857142876,171.46214285714282,416.91428571428565,6.41070449561404,41.12647341008772,73.02867028273835,26.735614610576942,3457.9071141380978
2024-09-15,2297.3,2464.82,2272.8,2316.1,1582774.6469999999,3729373125.1666517,8868423,762633.867,1797460807.256612,2769.286,2684.637571007402,27.236110474369127,-149.77097299149546,-4.861003520054819,4070.9159361544685,2084.885063845531,410.0964285714285,12.797394348181465,3663584.173799996,-32.29579263997007,0.05567490301150673,-100.00999999999976,-122.25,0.0,0.0,192.01999999999998,26.727142857142876,164.13499999999996,410.0964285714285,6.517282520661523,40.02351363355308,71.9932486798624,31.31140797725444,3377.0926872898117
2024-09-22,2316.09,2632.57,2252.39,2581.0,1934203.9178,4685733392.628976,16068416,953504.1977,2311459131.500157,2702.878,2665.7943762787836,33.88132791620967,-151.87795507605279,-34.26439383125442,4067.0335663020815,2033.2264336979188,412.1514285714285,30.77184965005205,5597788.091599995,-24.93077692719361,0.0661101197611719,167.75,20.41000000000031,167.75,0.0,380.1800000000003,38.709285714285734,147.1535714285714,412.1514285714285,9.392005712186236,35.703763526581774,58.346399803234306,34.12975874279249,3301.127126052423
2024-09-29,2580.99,2728.6,2539.49,2657.62,1700523.1697,4498680076.506807,16776038,844684.0687,2235200713.859113,2615.048,2664.3081260462773,37.72754898272219,-145.68578485653416,-56.548672036310364,4067.4084454310514,2005.6845545689487,405.4185714285714,37.650672948437126,7298311.261299996,-9.327192084612768,0.10273374119809042,96.02999999999975,-287.0999999999999,96.02999999999975,0.0,189.11000000000013,45.56857142857143,146.63499999999996,405.4185714285714,11.23988259047968,36.168792042087006,52.583012802645996,36.176519365691924,3229.7194984892776
2024-10-06,2657.62,2663.5,2310.0,2440.03,1866301.096,4606589002.490642,20406126,909034.4865,2243574565.837609,2532.035,2623.530284946954,34.92300860092264,-156.53173941552586,-76.54528551215347,4069.4801039277286,1940.4968960722713,412.9757142857143,22.663277816809256,5432010.165299996,-24.808325218484594,0.07100122426849681,-65.09999999999991,229.48999999999978,0.0,229.48999999999978,353.5,45.56857142857143,154.8128571428571,412.9757142857143,11.034201250159988,37.48715766752108,54.51816892070122,38.94478489146309,3162.5963285799207
2024-10-13,2440.02,2521.0,2330.66,2468.91,1496864.6501,3643786014.981187,14630516,744484.0122,1812676295.500737,2510.034,2595.4175058656897,41.841141593951605,-160.9416270111401,-93.4245538119508,3953.0701061277014,1921.1508938722982,375.50428571428574,24.652505131490116,6928874.815399996,-30.176304893775885,0.014981261525588764,-142.5,-20.659999999999854,0.0,0.0,190.34000000000015,45.56857142857143,124.09857142857138,375.50428571428574,12.135299958531954,33.048510003690254,46.28474239477295,40.037290325542706,3099.5005488651254
2024-10-20,2468.92,2759.0,2443.39,2746.91,1988901.4205,5206160694.830305,17633332,1007679.275,2638251873.775552,2529.187,2622.9615957082915,41.0905839220245,-140.38593635800453,-102.81683032116155,3822.769270846656,1948.0517291533438,366.19642857142856,43.800884407157895,8917776.235899996,-16.00074614086161,0.07964228563523296,238.0,-112.73000000000002,238.0,0.0,315.6100000000001,62.56857142857143,124.09857142857138,366.19642857142856,17.086068171843763,33.88852586921537,32.96241591220427,40.621117625189676,3040.1905159332177
2024-10-27,2746.91,2769.48,2382.59,2507.8,2121027.5261,5413040035.169484,16638769,1033451.1212,2638273248.791834,2518.7519999999995,2602.0231237613293,31.266171529362026,-141.7555127823798,-110.60456681340521,3692.4511232739355,1958.5098767260647,371.41857142857145,27.331211858219344,6796748.709799996,-6.735789833836625,0.07077715448879422,10.480000000000018,60.79999999999973,0.0,60.79999999999973,386.8899999999999,42.69142857142856,128.4414285714285,371.41857142857145,11.494155611881855,34.58131565080596,50.107268371273776,44.110397343539184,2984.439084977225
2024-11-03,2507.8,2527.0,2471.67,2513.26,73051.0399,182510193.182431,745668,38171.4728,95380729.945947,2495.465,2585.884373986542,34.76277519205064,-140.77753974982625,-116.63916140068943,3560.358106190852,1979.4878938091483,341.42142857142863,31.285533182450997,6869799.749699996,-1.6482871432037416,0.05065017278800293,-242.48000000000002,-89.07999999999993,0.0,0.0,55.32999999999993,42.69142857142856,118.03499999999995,341.42142857142863,12.504027280905452,34.5716437582376,46.876902634023196,47.12569568291486,2932.032739878591
