Open Time,Open,High,Low,Close,Volume,Close Time,Quote Volume,Number of Trades,Taker Buy Base Volume,Taker Buy Quote Volume,zero
1663106400000,20131.58000000,20265.00000000,20068.85000000,20224.16000000,12591.56219000,1663109999999,253982637.55460810,249628,6443.62909000,129988461.39084910,0
1663110000000,20224.16000000,20245.00000000,20098.87000000,20173.57000000,8478.20032000,1663113599999,171027082.26700620,202951,4222.91400000,85186761.79909320,0
1663113600000,20173.62000000,20220.38000000,20042.15000000,20198.49000000,13176.18185000,1663117199999,265664519.91979010,285240,6780.31602000,136720367.02848200,0
1663117200000,20198.49000000,20318.51000000,20182.36000000,20301.29000000,12836.82248000,1663120799999,260192159.48073270,228896,6652.91610000,134854260.11802530,0
1663120800000,20301.29000000,20541.48000000,20287.65000000,20444.29000000,14589.70824000,1663124399999,297684327.88328140,291727,7613.23142000,155343290.62517780,0
1663124400000,20444.29000000,20465.00000000,20300.11000000,20323.04000000,11762.31328000,1663127999999,239532828.92009690,220542,5484.95851000,111698575.60574980,0
1663128000000,20323.04000000,20405.77000000,20282.09000000,20390.10000000,10126.54677000,1663131599999,206137205.39804850,188980,5303.99097000,107973048.97497110,0
1663131600000,20390.10000000,20392.30000000,20297.57000000,20315.56000000,7967.91090000,1663135199999,162178669.91582900,156787,4031.17886000,82058118.39270830,0
1663135200000,20314.81000000,20329.68000000,20218.15000000,20239.64000000,11707.64081000,1663138799999,237417483.95616600,212615,5577.16861000,113105302.73516730,0
1663138800000,20239.64000000,20329.53000000,20130.98000000,20243.89000000,12959.33484000,1663142399999,262377610.44340590,257918,6507.49771000,131756120.56718190,0
1663142400000,20243.22000000,20419.83000000,20190.24000000,20384.88000000,15738.23668000,1663145999999,319450587.89226740,301115,7987.84416000,162142562.72851560,0
1663146000000,20383.97000000,20405.00000000,20311.93000000,20347.79000000,11044.67154000,1663149599999,224808591.45316620,204319,5346.62984000,108834320.49625650,0
1663149600000,20347.79000000,20388.15000000,20310.06000000,20340.78000000,9752.54180000,1663153199999,198503048.36378900,181397,4891.81899000,99572948.86525170,0
1663153200000,20340.00000000,20362.08000000,20091.19000000,20225.35000000,15010.20751000,1663156799999,304214621.59589180,263246,7045.06152000,142787980.93281150,0
1663156800000,20224.74000000,20347.91000000,20070.00000000,20309.11000000,23491.94453000,1663160399999,475006446.62113500,442100,11965.71471000,241979022.33599730,0
1663160400000,20309.08000000,20389.99000000,20182.44000000,20310.64000000,21260.29961000,1663163999999,431633152.24421890,378345,10530.20669000,213809918.05494970,0
1663164000000,20310.64000000,20316.76000000,20104.02000000,20293.60000000,21472.69767000,1663167599999,434429116.84822750,366234,10488.27174000,212222988.94013020,0
1663167600000,20292.56000000,20332.09000000,20150.00000000,20178.79000000,15945.50966000,1663171199999,322868321.70946000,257254,7673.81535000,155384969.15131680,0
1663171200000,20178.16000000,20219.41000000,20108.58000000,20142.01000000,15114.49048000,1663174799999,304916084.82628990,244677,7386.27051000,149021932.85184090,0
1663174800000,20142.01000000,20238.71000000,20093.23000000,20105.17000000,12402.13835000,1663178399999,250142570.24458810,210742,6158.55024000,124229776.34018680,0
1663178400000,20104.16000000,20132.93000000,19617.62000000,19777.83000000,26754.60983000,1663181999999,531825127.10349320,528957,12817.18715000,254788664.51609890,0
1663182000000,19777.83000000,20002.59000000,19712.84000000,19952.11000000,17158.66278000,1663185599999,340789828.11104830,291501,9026.15089000,179282268.71271710,0
1663185600000,19951.83000000,19990.86000000,19892.85000000,19946.22000000,9336.14020000,1663189199999,186208705.64118330,173120,4552.14770000,90796468.60971900,0
1663189200000,19945.04000000,20229.15000000,19851.21000000,20201.81000000,9279.58394000,1663192799999,185844577.19439390,209964,4617.88433000,92501200.49572150,0
1663192800000,20202.83000000,20393.37000000,20133.46000000,20296.11000000,13572.67200000,1663196399999,274925641.49874440,250891,7283.74100000,147543886.31037000,0
1663196400000,20296.22000000,20313.15000000,20188.36000000,20226.71000000,8365.53576000,1663199999999,169483969.38095090,166485,3947.97867000,79988500.57992810,0
1663200000000,20227.17000000,20270.61000000,20140.50000000,20157.77000000,11767.68243000,1663203599999,237836359.04320430,245816,5801.40996000,117259027.56357140,0
1663203600000,20158.42000000,20199.00000000,19955.50000000,20194.61000000,12889.52135000,1663207199999,259012206.44286600,280721,6692.80743000,134498601.16968550,0
1663207200000,20194.61000000,20197.23000000,20015.81000000,20098.45000000,9632.59859000,1663210799999,193536697.40059400,249824,4782.66167000,96096248.92671610,0
1663210800000,20098.45000000,20107.99000000,19920.00000000,20023.59000000,14804.45755000,1663214399999,296396977.50735430,343199,7664.67710000,153462959.22223040,0
1663214400000,20023.59000000,20092.66000000,19955.43000000,20025.33000000,12367.63674000,1663217999999,247696801.92604840,250760,6315.55664000,126494714.37426180,0
1663218000000,20025.91000000,20195.00000000,20002.00000000,20145.89000000,11184.44909000,1663221599999,224762349.86560100,248565,5784.81351000,116262237.17929810,0
1663221600000,20145.82000000,20313.59000000,19980.00000000,20100.14000000,25071.88624000,1663225199999,503872640.56519550,587629,12628.01147000,253817798.70030650,0
1663225200000,20098.77000000,20330.24000000,20063.20000000,20204.23000000,19578.12810000,1663228799999,395519972.18946070,383552,9583.92740000,193610567.61127150,0
